     MD              HM(g/cm^3)             DNS(g/cm^3)                    LITH               YOMO(Gpa)                    SAND
    18.6                  2.1672                  2.1299                  900000                  2.9009                 45.3188
   18.65                  2.2023                   2.118                  900000                  2.0057                  44.079
    18.7                   2.182                  2.1158                  900000                  1.2746                 43.5342
   18.75                  2.1451                   2.123                  900000                  1.2835                  43.704
    18.8                  2.1145                  2.1351                  900000                  1.3058                 44.2578
   18.85                  2.1678                  2.1414                  900000                  1.3215                 44.4926
    18.9                  2.2241                  2.1381                  900000                  1.3329                 44.3529
   18.95                  2.2287                   2.132                  900000                  1.3454                 44.2769
      19                  2.2007                  2.1263                  900000                  1.3532                 44.3165
   19.05                  2.1376                  2.1281                  900000                  1.3649                 44.7151
    19.1                  2.1474                   2.136                  900000                  1.6039                 45.4836
   19.15                  2.1312                  2.1419                  900000                  1.9179                 46.1326
    19.2                  2.1609                  2.1436                  900000                  2.3508                 46.5244
   19.25                  2.1856                  2.1431                  900000                  2.4233                 46.8758
    19.3                   2.221                  2.1437                  900000                   2.481                 47.3796
   19.35                   2.239                  2.1474                  900000                  2.5429                 48.0107
    19.4                  2.2244                  2.1469                  900000                  2.5787                 48.2172
   19.45                  2.2061                  2.1533                  900000                  2.5837                 48.6587
    19.5                  2.1707                  2.1575                  900000                   2.567                 48.8544
   19.55                  2.1433                  2.1594                  900000                  2.5217                 48.8527
    19.6                  2.1884                  2.1552                  900000                  2.4947                 48.4257
   19.65                  2.1989                  2.1504                  900000                  2.5087                 47.9317
    19.7                  2.2028                  2.1474                  900000                  2.5429                 47.4245
   19.75                  2.1835                  2.1462                  900000                  2.5613                 46.8848
    19.8                  2.1958                  2.1543                  900000                  2.5868                 46.7882
   19.85                  2.1967                  2.1578                  900000                  2.3267                 46.5069
    19.9                  2.1954                   2.155                  900000                  2.0299                 46.0149
   19.95                  2.2436                  2.1466                  900000                  1.7275                 45.3355
      20                  2.1755                  2.1436                  900000                   1.519                  45.155
   20.05                   2.163                  2.1528                  900000                   1.476                 45.8539
    20.1                  2.1236                  2.1668                  900000                  1.4914                 46.9325
   20.15                  2.1759                  2.1833                  900000                  1.7924                 48.3937
    20.2                   2.266                  2.1963                  900000                  2.0469                 49.8201
   20.25                  2.3219                  2.2058                  900000                   2.326                 51.2378
    20.3                  2.3451                  2.2226                  900000                  2.1861                 53.1855
   20.35                  2.3124                  2.2455                  900000                  2.3626                 55.4118
    20.4                  2.3287                  2.2681                  900000                  2.5968                 57.5378
   20.45                  2.3267                  2.2881                  900000                  2.7805                 59.3268
    20.5                  2.3688                  2.3033                  900000                  3.1981                 60.6833
   20.55                  2.3277                  2.3081                  900000                  2.9624                  61.291
    20.6                  2.3557                  2.3028                  900000                  2.8005                 61.0612
   20.65                  2.4031                  2.2857                  900000                  2.6903                 59.9151
    20.7                  2.3647                  2.2629                  900000                  2.5403                 58.1863
   20.75                  2.2977                  2.2393                  900000                   2.482                 56.2124
    20.8                  2.1587                  2.2162                  900000                  1.7725                 54.1761
   20.85                  2.1229                  2.1998                  900000                  1.5816                 52.5457
    20.9                  2.1148                  2.1878                  900000                  1.5289                 51.1163
   20.95                  2.1608                   2.175                  900000                  1.4929                 49.6484
      21                  2.2029                  2.1602                  900000                  1.4666                 47.9652
   21.05                  2.2566                  2.1415                  900000                  1.4366                 46.0454
    21.1                  2.2564                  2.1331                  900000                  1.4312                 44.8111
   21.15                  2.2312                  2.1236                  900000                  1.4174                 43.5381
    21.2                  2.1288                   2.121                  900000                  1.4221                 42.7948
   21.25                  2.0835                  2.1129                  900000                  1.4107                 41.8091
    21.3                  2.0376                  2.1081                  900000                  1.4052                 41.1422
   21.35                  2.0911                  2.0986                  900000                  1.3944                 40.3376
    21.4                  2.0878                  2.0904                  900000                  1.3857                 39.8422
   21.45                    2.16                  2.0779                  900000                  1.3754                 39.2662
    21.5                  2.1713                  2.0763                  900000                  1.3816                 39.3991
   21.55                  2.1824                  2.0812                  900000                  1.4031                 40.0763
    21.6                   2.119                  2.0963                  900000                  1.4407                 41.5122
   21.65                  2.1138                  2.1029                  900000                  1.4629                 42.5238
    21.7                  2.1279                  2.1107                  900000                  1.4842                 43.6065
   21.75                  2.1734                  2.1081                  900000                  1.4826                 44.0637
    21.8                  2.1505                  2.1082                  900000                  1.4795                 44.5076
   21.85                  2.1578                  2.1058                  900000                  1.4618                 44.6004
    21.9                  2.1367                  2.1135                  900000                  1.4662                 45.1207
   21.95                  2.1722                  2.1221                  900000                  1.4755                 45.6671
      22                  2.1614                  2.1319                  900000                  1.4905                 46.1741
   22.05                  2.1879                  2.1382                  900000                  1.4888                  46.288
    22.1                   2.191                  2.1469                  900000                  1.4981                 46.4039
   22.15                  2.2167                  2.1574                  900000                  1.5073                 46.6549
    22.2                  2.2297                  2.1705                  900000                  1.5347                 47.1247
   22.25                  2.2289                  2.1786                  900000                  1.5703                 47.4064
    22.3                   2.252                  2.1876                  900000                  1.6159                 47.9231
   22.35                  2.2548                  2.1929                  900000                  1.6443                 48.4152
    22.4                  2.2448                  2.1922                  900000                  1.6467                  48.695
   22.45                  2.2429                  2.1837                  900000                  1.6048                 48.5913
    22.5                  2.2352                  2.1694                  900000                  1.5499                 48.2881
   22.55                  2.1848                  2.1617                  900000                  1.5119                 48.5826
    22.6                  2.1401                  2.1537                  900000                  1.5106                 48.9176
   22.65                  2.1015                  2.1455                  900000                  1.5502                 49.2131
    22.7                  2.1595                  2.1254                  900000                  1.5504                  48.819
   22.75                  2.1798                  2.1064                  900000                  1.4862                 48.4038
    22.8                  2.1811                  2.0968                  900000                  1.3943                 48.4421
   22.85                  2.0638                  2.1101                  900000                  1.4244                  49.823
    22.9                  2.0718                  2.1301                  900000                  1.6145                 51.5854
   22.95                  2.1493                  2.1579                  900000                  1.9707                 53.7601
      23                  2.3037                  2.1681                  900000                   2.286                 54.7534
   23.05                  2.3247                  2.1724                  900000                  2.5252                 55.2781
    23.1                  2.3477                   2.186                  900000                  2.7504                 56.2718
   23.15                   2.251                  2.2082                  900000                    2.96                 57.7567
    23.2                  2.2059                  2.2306                  900000                  3.1297                 59.2788
   23.25                  2.2725                  2.2408                  900000                  3.4006                 60.0393
    23.3                  2.3075                   2.225                  900000                  3.7322                 59.1161
   23.35                  2.2729                  2.2018                  900000                  3.9044                 57.7175
    23.4                   2.241                  2.1753                  900000                   3.095                  56.066
   23.45                  2.1615                  2.1658                  900000                  2.2191                 55.2854
    23.5                  2.1159                  2.1625                  900000                  1.6681                 54.7927
   23.55                  2.1098                  2.1468                  900000                  1.5318                 53.4407
    23.6                   2.165                  2.1319                  900000                  1.5347                 52.0432
   23.65                   2.176                  2.1207                  900000                  1.6413                 50.7876
    23.7                  2.1317                  2.1198                  900000                  1.6164                 50.2061
   23.75                   2.173                  2.1199                  900000                   1.609                 49.6848
    23.8                  2.1727                  2.1223                  900000                  1.4403                 49.2773
   23.85                  2.2327                  2.1217                  900000                  1.4424                 48.5687
    23.9                  2.1622                  2.1227                  900000                  1.4378                  48.072
   23.95                  2.1379                  2.1269                  900000                  1.4454                 47.8861
      24                  2.1044                  2.1333                  900000                  1.4506                 47.9216
   24.05                  2.1738                  2.1304                  900000                  1.4421                 47.4826
    24.1                  2.2137                  2.1214                  900000                  1.4167                 46.7675
   24.15                  2.1894                  2.1086                  900000                   1.403                 45.9058
    24.2                  2.1467                  2.1042                  900000                  1.4044                 45.6394
   24.25                  2.0921                  2.1037                  900000                   1.416                 45.6706
    24.3                  2.1172                  2.1068                  900000                  1.4217                 46.0632
   24.35                  2.1224                  2.0964                  900000                  1.3935                 45.6399
    24.4                  2.1338                  2.0809                  900000                  1.3566                 44.8512
   24.45                  2.1325                  2.0621                  900000                  1.3201                 43.8631
    24.5                    2.08                  2.0508                  900000                   1.306                 43.3312
   24.55                  2.0741                   2.047                  900000                  1.3137                 43.1897
    24.6                    2.02                  2.0469                  900000                  1.3311                 43.1528
   24.65                  2.0455                  2.0521                  900000                  1.3557                 43.3787
    24.7                  2.0579                  2.0616                  900000                  1.3888                 43.8927
   24.75                   2.116                  2.0704                  900000                  1.4147                 44.3619
    24.8                  2.1692                  2.0811                  900000                  1.4349                  44.891
   24.85                  2.2193                  2.0895                  900000                  1.4476                 45.2827
    24.9                  2.2112                  2.1002                  900000                  1.4676                 45.7772
   24.95                  2.1765                  2.1084                  900000                  1.4968                 46.1308
      25                    2.15                  2.1219                  900000                  1.5365                 46.7361
   25.05                  2.1157                  2.1348                  900000                  1.5758                 47.3377
    25.1                  2.1201                   2.151                  900000                  1.6414                 48.2018
   25.15                  2.1788                  2.1589                  900000                  1.7245                 48.5589
    25.2                   2.232                   2.163                  900000                  1.7877                 48.7478
   25.25                  2.3157                  2.1673                  900000                    1.81                 49.0072
    25.3                  2.2901                  2.1712                  900000                  1.7215                 49.2394
   25.35                  2.2482                  2.1747                  900000                  1.6655                 49.5082
    25.4                  2.2152                  2.1734                  900000                  1.7219                 49.4587
   25.45                  2.1847                  2.1633                  900000                  1.7377                 48.9687
    25.5                  2.1471                  2.1497                  900000                  1.8333                 48.4446
   25.55                  2.1083                   2.129                  900000                  1.6983                 47.3703
    25.6                  2.0882                  2.1126                  900000                  1.6168                 46.4679
   25.65                  2.1101                     2.1                  900000                  1.4251                 45.7409
    25.7                  2.1291                  2.0885                  900000                  1.3032                 45.0748
   25.75                  2.1423                  2.0862                  900000                  1.2426                 44.9386
    25.8                  2.1352                  2.0916                  900000                  1.2356                 45.2004
   25.85                  2.1114                  2.1078                  900000                  1.2512                 46.0611
    25.9                  2.1644                  2.1275                  900000                  1.2748                  47.044
   25.95                  2.1949                  2.1427                  900000                    1.31                 47.5239
      26                  2.2543                   2.148                  900000                  1.3492                 47.3729
   26.05                  2.2655                  2.1503                  900000                  1.3938                 46.9877
    26.1                  2.2473                  2.1546                  900000                  1.4378                 46.6611
   26.15                  2.1764                  2.1586                  900000                  1.4638                  46.292
    26.2                  2.1633                    2.16                  900000                  1.4695                 45.7313
   26.25                  2.1738                  2.1561                  900000                  1.4405                 44.9725
    26.3                  2.1479                   2.149                  900000                  1.3946                 44.1623
   26.35                  2.1766                  2.1404                  900000                  1.3682                 43.2638
    26.4                  2.1602                  2.1334                  900000                  1.3622                 42.4912
   26.45                    2.19                  2.1368                  900000                  1.3886                 42.3725
    26.5                   2.188                  2.1439                  900000                  1.3979                 42.6285
   26.55                  2.1843                  2.1453                  900000                  1.3913                  42.685
    26.6                  2.2066                  2.1521                  900000                  1.3821                 43.1238
   26.65                  2.2277                  2.1554                  900000                   1.373                 43.4952
    26.7                  2.1866                  2.1594                  900000                  1.3826                 43.9132
   26.75                  2.2091                  2.1659                  900000                  1.3993                 44.5359
    26.8                  2.2059                   2.172                  900000                  1.3919                 45.1699
   26.85                  2.1964                  2.1768                  900000                  1.6025                 45.8647
    26.9                  2.2481                  2.1783                  900000                  1.6613                 46.4566
   26.95                  2.2434                   2.175                  900000                  1.7294                 46.7252
      27                  2.2269                  2.1755                  900000                   1.622                 47.2495
   27.05                  2.2208                  2.1751                  900000                  1.5958                 47.8135
    27.1                   2.198                  2.1748                  900000                  1.6467                 48.4918
   27.15                  2.1907                  2.1742                  900000                  1.6801                 49.1326
    27.2                   2.206                  2.1654                  900000                  1.6472                 49.1548
   27.25                  2.2025                  2.1541                  900000                  1.5954                 49.1191
    27.3                  2.1917                  2.1453                  900000                  1.5711                 49.1729
   27.35                  2.1685                  2.1417                  900000                  1.7845                  49.508
    27.4                  2.1421                  2.1424                  900000                  1.9435                 50.0193
   27.45                  2.1477                  2.1463                  900000                  1.9528                  50.633
    27.5                   2.188                  2.1469                  900000                  1.5959                 50.9633
   27.55                  2.2046                  2.1431                  900000                  1.3553                 50.8482
    27.6                  2.2256                  2.1431                  900000                  1.2551                 50.9368
   27.65                  2.2117                  2.1454                  900000                  1.2664                 51.1357
    27.7                  2.1678                  2.1489                  900000                   1.431                 51.3162
   27.75                  2.1919                  2.1515                  900000                  1.5938                 51.3244
    27.8                  2.1895                  2.1521                  900000                  1.6435                 51.1283
   27.85                  2.1734                  2.1584                  900000                  1.4698                 51.3309
    27.9                  2.1707                  2.1702                  900000                  1.3516                 51.8431
   27.95                  2.1936                  2.1909                  900000                  1.3345                 52.8226
      28                   2.261                   2.213                  900000                  1.4946                 53.8365
   28.05                  2.3326                  2.2265                  900000                  1.9864                 54.3249
    28.1                  2.3972                  2.2378                  900000                  2.7461                 54.7141
   28.15                  2.3672                  2.2487                  900000                  3.5192                 55.0805
    28.2                  2.3128                  2.2644                  900000                  2.7645                 55.7663
   28.25                  2.2913                   2.272                  900000                  2.4909                 55.9913
    28.3                  2.2718                  2.2693                  900000                  2.8268                 55.5925
   28.35                  2.3124                  2.2513                  900000                  3.8305                 54.2132
    28.4                  2.2621                  2.2239                  900000                  3.0043                 52.2998
   28.45                  2.2363                   2.206                  900000                  1.9841                 51.0198
    28.5                  2.1703                  2.1958                  900000                  1.4809                 50.1953
   28.55                  2.1508                  2.1939                  900000                  1.4905                 49.9094
    28.6                  2.2066                  2.1928                  900000                  1.4727                 49.7255
   28.65                  2.2202                  2.1818                  900000                  1.4352                 49.0299
    28.7                  2.2748                  2.1778                  900000                  1.4134                 48.7934
   28.75                  2.2618                  2.1784                  900000                  1.3995                 48.8258
    28.8                  2.2129                  2.1913                  900000                  1.3944                 49.6956
   28.85                  2.2268                  2.2092                  900000                  1.4177                 50.8608
    28.9                  2.2412                  2.2241                  900000                  1.6777                 51.9038
   28.95                  2.2871                  2.2402                  900000                  1.8552                 53.1055
      29                  2.3117                  2.2452                  900000                   2.004                 53.7307
   29.05                  2.3405                  2.2468                  900000                  2.0879                  54.268
    29.1                  2.3648                  2.2557                  900000                  2.5138                 55.2428
   29.15                  2.3201                  2.2654                  900000                  3.1456                 56.2907
    29.2                  2.2765                   2.278                  900000                  2.7973                 57.4884
   29.25                   2.293                  2.2819                  900000                  2.3822                 58.1648
    29.3                  2.3135                  2.2757                  900000                  2.3004                 58.2304
   29.35                  2.3546                  2.2591                  900000                  2.2251                 57.6094
    29.4                  2.3226                  2.2378                  900000                  2.0218                 56.5584
   29.45                   2.256                  2.2202                  900000                  1.6189                 55.5834
    29.5                  2.1911                  2.2063                  900000                   1.693                 54.6567
   29.55                  2.1729                  2.1898                  900000                  1.6685                 53.4888
    29.6                  2.1614                  2.1716                  900000                   1.789                 52.1024
   29.65                  2.1513                  2.1514                  900000                  1.6574                 50.5884
    29.7                  2.1448                  2.1377                  900000                  1.6965                 49.4162
   29.75                  2.1501                  2.1335                  900000                  1.6251                 48.7505
    29.8                  2.1721                  2.1304                  900000                  1.5855                 48.1577
   29.85                     2.2                  2.1248                  900000                  1.5744                  47.409
    29.9                  2.2177                  2.1181                  900000                  1.4949                 46.5686
   29.95                  2.1637                  2.1126                  900000                  1.4041                 45.7705
      30                  2.1222                  2.1094                  900000                  1.3418                 45.1096
   30.05                  2.1014                   2.104                  900000                  1.3353                 44.3429
    30.1                  2.1019                  2.0954                  900000                  1.3437                 43.3574
   30.15                  2.1159                  2.0842                  900000                  1.3655                 42.2156
    30.2                  2.1011                  2.0707                  900000                  1.3594                 40.9365
   30.25                  2.0948                  2.0663                  900000                  1.3665                 40.2037
    30.3                  2.0993                   2.069                  900000                  1.3745                 39.8983
   30.35                  2.0965                  2.0753                  900000                  1.3921                 39.8635
    30.4                  2.1241                   2.084                  900000                  1.3957                 40.0966
   30.45                  2.1464                  2.0929                  900000                  1.4057                 40.4006
    30.5                  2.1573                  2.1019                  900000                  1.4285                 40.7952
   30.55                  2.1803                  2.1097                  900000                  1.4333                 41.1228
    30.6                  2.1962                  2.1171                  900000                   1.434                 41.5083
   30.65                  2.1818                  2.1241                  900000                   1.412                 41.9293
    30.7                  2.1655                  2.1277                  900000                   1.397                  42.265
   30.75                  2.1656                  2.1304                  900000                  1.4048                 42.6924
    30.8                  2.1594                  2.1291                  900000                  1.4025                 42.9336
   30.85                  2.1567                  2.1272                  900000                  1.4113                 43.1963
    30.9                   2.171                  2.1244                  900000                  1.4799                 43.5009
   30.95                  2.1453                   2.124                  900000                  1.5477                 43.9723
      31                  2.1628                  2.1294                  900000                  1.6513                 44.9371
   31.05                  2.1719                   2.131                  900000                  1.6944                 45.5919
    31.1                   2.178                    2.13                  900000                   1.622                  46.001
   31.15                  2.2136                  2.1282                  900000                  1.5452                 46.2413
    31.2                  2.1804                  2.1218                  900000                  1.4883                 46.1448
   31.25                  2.1506                  2.1207                  900000                  1.5204                 46.3459
    31.3                  2.1403                  2.1267                  900000                   2.017                 46.8804
   31.35                  2.1129                  2.1327                  900000                  2.6884                 47.3032
    31.4                  2.1361                  2.1445                  900000                  3.4062                 48.0132
   31.45                  2.2165                  2.1538                  900000                  3.0157                 48.4829
    31.5                  2.2263                  2.1588                  900000                  2.3489                 48.7014
   31.55                   2.284                  2.1684                  900000                  2.0161                 49.2489
    31.6                  2.2968                  2.1756                  900000                  1.8412                  49.623
   31.65                  2.2262                  2.1852                  900000                  1.8137                 50.0859
    31.7                  2.2368                  2.1925                  900000                  1.7367                 50.3501
   31.75                  2.2048                  2.1884                  900000                  1.8075                  49.986
    31.8                  2.1995                  2.1825                  900000                   2.071                 49.6278
   31.85                  2.2017                  2.1666                  900000                  2.0118                  48.762
    31.9                  2.1795                  2.1559                  900000                  1.8561                 48.2585
   31.95                  2.1728                  2.1515                  900000                  1.5476                 48.2603
      32                  2.1416                  2.1492                  900000                  1.5057                    48.5
   32.05                  2.1998                  2.1523                  900000                  1.5738                 49.1245
    32.1                  2.1872                  2.1598                  900000                  1.6248                 50.0437
   32.15                  2.2158                  2.1692                  900000                   1.801                 51.1081
    32.2                  2.2326                  2.1818                  900000                    1.91                  52.279
   32.25                  2.2669                  2.1953                  900000                  1.8529                 53.3843
    32.3                  2.2864                  2.2053                  900000                  1.7669                 54.1324
   32.35                  2.2933                  2.2042                  900000                  1.5966                  54.151
    32.4                  2.2942                  2.2051                  900000                  1.6528                 54.2652
   32.45                  2.2315                  2.2024                  900000                  1.6815                 54.0422
    32.5                  2.1895                  2.2056                  900000                  1.6389                 54.1473
   32.55                  2.1955                  2.2064                  900000                  1.5726                 54.0782
    32.6                  2.1912                  2.2014                  900000                  1.5499                 53.6014
   32.65                  2.2614                  2.1943                  900000                  1.5239                 52.9735
    32.7                  2.2741                  2.1851                  900000                   1.501                 52.2709
   32.75                  2.2414                  2.1812                  900000                  1.5039                 52.0074
    32.8                  2.2301                  2.1852                  900000                  1.5343                 52.2189
   32.85                  2.2111                   2.188                  900000                  1.5669                 52.3597
    32.9                  2.1966                  2.1876                  900000                  1.5696                  52.365
   32.95                  2.2254                   2.174                  900000                   1.541                 51.6286
      33                  2.2209                  2.1506                  900000                  1.4688                 50.3378
   33.05                  2.1877                  2.1273                  900000                  1.4147                 49.1077
    33.1                  2.1384                  2.1102                  900000                  1.3814                  48.253
   33.15                  2.0639                  2.1007                  900000                  1.3828                 47.7088
    33.2                  2.0316                  2.0971                  900000                  1.4455                 47.3764
   33.25                  2.0763                  2.0879                  900000                  1.4744                 46.6465
    33.3                  2.1255                  2.0794                  900000                  1.6767                 45.8392
   33.35                  2.1644                  2.0747                  900000                  1.9625                 45.0615
    33.4                  2.1426                  2.0803                  900000                  2.0146                 44.8171
   33.45                   2.144                  2.0983                  900000                  2.2773                 45.1961
    33.5                  2.1457                  2.1214                  900000                  2.2245                  45.774
   33.55                  2.1892                  2.1342                  900000                   2.052                 45.6078
    33.6                  2.2252                  2.1407                  900000                  1.9055                 45.0371
   33.65                  2.2401                   2.143                  900000                   1.783                 44.1508
    33.7                  2.1911                  2.1472                  900000                  1.9015                 43.3513
   33.75                  2.1843                  2.1492                  900000                   1.864                 42.4519
    33.8                  2.1848                  2.1478                  900000                  1.6618                 41.5471
   33.85                  2.1803                  2.1399                  900000                  1.4885                 40.3687
    33.9                  2.1624                  2.1292                  900000                  1.4212                 39.1716
   33.95                  2.1328                  2.1241                  900000                  1.3787                 38.4808
      34                  2.1179                  2.1302                  900000                  1.3774                 38.5902
   34.05                  2.1294                  2.1368                  900000                  1.3709                 38.8098
    34.1                  2.1936                  2.1436                  900000                  1.3562                 39.2772
   34.15                  2.2467                  2.1472                  900000                  1.3479                 39.6697
    34.2                  2.2432                  2.1472                  900000                  1.3366                 39.9312
   34.25                  2.2458                  2.1537                  900000                  1.3305                 40.5888
    34.3                  2.2128                  2.1605                  900000                  1.3303                 41.2597
   34.35                  2.1622                  2.1692                  900000                  1.3305                 42.1094
    34.4                  2.1917                  2.1725                  900000                  1.4225                 42.5961
   34.45                  2.1788                  2.1652                  900000                  1.5489                 42.4781
    34.5                  2.2082                  2.1579                  900000                  1.5597                 42.3919
   34.55                  2.2226                  2.1445                  900000                  1.5071                 41.8165
    34.6                  2.1811                  2.1381                  900000                  1.3471                 41.6661
   34.65                   2.178                  2.1415                  900000                  1.6842                 42.1308
    34.7                   2.125                  2.1466                  900000                  2.0514                 42.7344
   34.75                  2.1554                  2.1548                  900000                   2.417                 43.5198
    34.8                  2.1923                  2.1585                  900000                  1.9621                 44.0343
   34.85                  2.2382                  2.1581                  900000                  1.5427                 44.3626
    34.9                  2.2525                  2.1592                  900000                  1.3648                 44.8914
   34.95                  2.2414                  2.1654                  900000                  1.3838                 45.7645
      35                  2.2193                  2.1762                  900000                  1.4258                 46.9127
   35.05                  2.1902                  2.1839                  900000                   1.486                 47.8762
    35.1                  2.2342                  2.1846                  900000                  1.5099                  48.381
   35.15                  2.2223                  2.1784                  900000                  1.5423                  48.476
    35.2                  2.2251                  2.1667                  900000                  1.5834                 48.2389
   35.25                  2.1978                  2.1583                  900000                  1.5709                 48.1107
    35.3                  2.1826                  2.1567                  900000                  1.5297                 48.3373
   35.35                  2.1473                   2.159                  900000                  1.4026                 48.6802
    35.4                  2.1656                  2.1655                  900000                   1.522                 49.2747
   35.45                  2.2051                  2.1689                  900000                  1.6655                  49.714
    35.5                  2.2109                  2.1705                  900000                  1.7487                 50.0182
   35.55                  2.2924                  2.1724                  900000                  1.8432                 50.2493
    35.6                   2.253                  2.1797                  900000                  1.6563                 50.6295
   35.65                    2.24                  2.1957                  900000                  1.7072                  51.418
    35.7                  2.2149                  2.2083                  900000                  1.8542                 52.0636
   35.75                  2.2481                  2.2134                  900000                  1.8044                 52.1665
    35.8                  2.2912                  2.2121                  900000                  1.8622                 51.7643
   35.85                  2.2794                  2.1928                  900000                  2.3346                  50.132
    35.9                   2.251                  2.1766                  900000                  2.5741                   48.63
   35.95                  2.1988                  2.1565                  900000                  2.6867                 46.8061
      36                  2.1185                    2.14                  900000                  1.9575                 45.1669
